playlist_uri,owner,streams,stream30s,dau,wau,mau,mau_previous_month,mau_both_months,users,skippers,owner_country,n_tracks,n_local_tracks,n_artists,n_albums,monthly_stream30s,monthly_owner_stream30s,token_1,token_2,token_3,genre_1,genre_2,genre_3,mood_1,mood_2,mood_3,trending,hot,rising,skip,change_rate,rank,tier
spotify:user:spotify:playlist:59ZbFPES4DQwEjBpWHzrtC,spotify,142593,124558,7171,29223,90411,77070,11895,206712,3299,US,108,0,106,108,2247361,0,dinner,friends,NA,Pop,R&B,Rock,Empowering,Sophisticated,Melancholy,0.07931557000807424,0.32322394398911636,0.5398283984451968,0.015959402453655326,0,42,Top 100
spotify:user:spotify:playlist:3fCn2nqmX6ZnYUe9uoty98,spotify,15313,13215,1116,9594,44610,44594,5256,128280,816,US,59,0,49,55,667614,4,atmospheric,calm,NA,Electronica,Indie Rock,Dance & House,Sensual,Melancholy,Somber,0.025016812373907196,0.21506388702084733,0.5000896820770369,0.006361085126286249,0,110,Top 101-500
spotify:user:spotify:playlist:50kgzpcylmoiDUvtJAYjIZ,spotify,2820,2031,197,1434,6018,7035,778,18951,198,US,58,0,56,58,93813,1,brighter,days,NA,Pop,Indie Rock,Alternative,Yearning,Excited,Empowering,0.032735127949484875,0.2382851445663011,0.4610434382900483,0.01044799746715213,0,348,Top 101-500
spotify:user:167d9c7373521a07f3b701df0cd44cb8:playlist:3FxqF3ru1FeLTGciCyHgA9,167d9c7373521a07f3b701df0cd44cb8,20592,8078,1008,5626,19651,19366,2206,43703,694,US,312,0,140,16,282738,0,classic,disney,movie,Children's,Soundtrack,Pop,Lively,Serious,Romantic,0.05129509948603125,0.2862958628059641,0.5036522541456289,0.015879916710523304,0,189,Top 101-500
spotify:user:spotify:playlist:7lNTadP5BLPDEKJuvDkxeF,spotify,2711,1919,401,2965,9848,3741,350,21349,400,US,80,0,62,38,69407,0,jazz,classical,crossings,Jazz,Classical,Other,Tender,Serious,Sentimental,0.04071892770105605,0.30107636068237204,0.724703804547796,0.018736240573328962,0,390,Top 101-500
spotify:user:spotify:playlist:0cpjMVagpkRrxLBhobs3uo,spotify,11250,8473,824,5678,18042,19833,2210,47678,476,US,42,0,1,42,242282,0,cleaning,house,NA,Indie Rock,Alternative,Punk,Urgent,Yearning,Empowering,0.04567121161733732,0.3147101208291764,0.47635643564356434,0.009983640253366333,0,208,Top 101-500
spotify:user:spotify:playlist:1ZMO8PF2kJKFoVOxlHVRfc,spotify,5367,3467,346,1822,7085,6899,1175,23377,296,US,41,0,2,34,110865,0,intense,gaming,NA,Metal,Alternative,Punk,Urgent,Defiant,Rowdy,0.04883556810162315,0.2571630204657728,0.5066504576659039,0.01266201822303974,0,319,Top 101-500
spotify:user:spotify:playlist:4cRBvmMEXPfrZNdihTlBrc,spotify,5172,3818,359,2661,10389,12381,1668,31375,302,US,106,0,99,104,153686,0,folksy,love,NA,Indie Rock,Country & Folk,Pop,Gritty,Melancholy,Empowering,0.03455578015208394,0.2561362980075079,0.4562582345191041,0.009625498007968128,0,273,Top 101-500
spotify:user:spotify:playlist:1bhJ6CFslRHtg6NrzQgh9B,spotify,1999,1339,164,983,5177,5751,818,15455,156,US,83,0,58,78,56250,0,modern,psychedelia,NA,Indie Rock,Rock,Alternative,Yearning,Brooding,Urgent,0.03167857832721654,0.18987830790032836,0.4737371888726208,0.010093820769977354,0,449,Top 101-500
spotify:user:spotify:playlist:3i3jnTWkJKqDTJHkUSZsRl,spotify,56778,47760,5440,34426,95154,77561,11088,217435,3661,US,51,0,48,50,1288068,1,smooth,morning,NA,Alternative,Pop,Electronica,Melancholy,Sentimental,Romantic,0.05717048153519558,0.36179246274460347,0.5509307240251281,0.016837215719640353,0,67,Top 100
spotify:user:spotify:playlist:3vnMvai9y76U8WlPRNICsZ,spotify,10755,4829,971,5827,37743,28155,2864,94990,1068,US,45,0,34,34,235411,0,classics,NA,NA,Rap,Punk,Electronica,Defiant,Cool,Energizing,0.02572662480459953,0.1543862438067986,0.5727487935900938,0.011243288767238657,0,211,Top 101-500
spotify:user:spotify:playlist:3FUxUypvSlpuuQhoC0xKJU,spotify,17381,12395,1331,14600,49407,48623,6224,129607,1044,US,162,0,79,81,728004,2,creativity,boost,NA,Indie Rock,Alternative,Electronica,Excited,Sensual,Brooding,0.026939502499645798,0.2955046855708705,0.5039987758849331,0.008055120479603725,0,104,Top 101-500
spotify:user:spotify:playlist:5jfIv0C2JWHRbVi6C2JxoU,spotify,2165,1612,204,1197,4747,4010,478,11159,153,US,125,0,124,123,61884,4,songs,glory,NA,Religious,Pop,Traditional,Upbeat,Empowering,Yearning,0.042974510216979143,0.2521592584790394,0.5420806212173118,0.013710905995160857,0,424,Top 101-500
spotify:user:d75ffed17f41f8c54c86df433ce186e6:playlist:1h5ojikWVCSpYGoEbhDCgG,d75ffed17f41f8c54c86df433ce186e6,1874,1514,115,730,2306,2037,496,4503,51,US,417,0,195,290,80103,1,contemporary,christian,music,Religious,Pop,Rock,Empowering,Upbeat,Yearning,0.04986990459670425,0.3165654813529922,0.5309693760073682,0.011325782811459028,0,369,Top 101-500
spotify:user:spotify:playlist:6uk5ayTsXvzk8RQcAUHQLb,spotify,2016,1437,153,865,5223,7453,608,16393,121,US,42,0,37,41,59797,0,indie,rock,cleanup,Indie Rock,Alternative,Rock,Urgent,Brooding,Rowdy,0.02929350947731189,0.1656136320122535,0.41203849794887976,0.007381199292380894,0,435,Top 101-500
spotify:user:spotify:playlist:7CFfYhvZLI6oWYilEjCB9m,spotify,1333,893,104,568,4868,6306,724,19120,102,US,58,0,1,1,48284,1,heady,beats,smooth,Electronica,Dance & House,Indie Rock,Sensual,Aggressive,Energizing,0.021364009860312245,0.11668036154478226,0.4356541972436012,0.005334728033472803,0,474,Top 101-500
spotify:user:spotify:playlist:1sLXv5gh0WPDRj3kIo13To,spotify,1108,760,93,711,6582,5708,530,18477,76,US,36,0,34,34,60171,1,time,unwind,NA,Rap,Electronica,R&B,Sensual,Cool,Defiant,0.014129443938012761,0.10802187784867821,0.5355573637103336,0.004113221843372842,0,433,Top 101-500
spotify:user:spotify:playlist:0uYwr7KqdqxfO8ascbeyja,spotify,5191,3807,440,3180,7859,1,1,10476,290,US,52,0,49,51,107356,9,blues,roots,rock,Rock,Alternative,Blues,Urgent,Defiant,Brooding,0.05598676676421937,0.40463163252322176,0.9998727735368956,0.027682321496754488,0,323,Top 101-500
spotify:user:spotify:playlist:7CQunpJEHecknIyABfS8pP,spotify,17821,14589,1551,9480,41802,39256,6333,101765,904,US,100,0,49,50,628137,2,rainy,day,NA,Indie Rock,Alternative,Rock,Brooding,Sensual,Melancholy,0.03710348787139371,0.22678340749246448,0.5157048039675294,0.008883211320198496,0,114,Top 101-500
spotify:user:413871ddedb20b58d7b2c7d7ee383918:playlist:0cenJShIzhDyc1vF9AGYGm,413871ddedb20b58d7b2c7d7ee383918,2581,1792,135,705,2068,1618,361,3796,56,US,113,0,20,16,50687,1,train,NA,NA,Pop,Rock,-,Upbeat,Yearning,Empowering,0.06528046421663443,0.3409090909090909,0.5610417797069994,0.014752370916754479,0,465,Top 101-500
spotify:user:spotify:playlist:18BqSC2cMSLIQrFwvYT5gv,spotify,79579,43771,4743,24933,91602,75796,14522,203065,3407,US,135,0,126,117,1395992,9,late,night,NA,Rap,R&B,Pop,Defiant,Sensual,Cool,0.051778345450972686,0.2721883801663719,0.5472108388391737,0.01677787900425972,0,63,Top 100
spotify:user:spotify:playlist:6VFQeQWFz2WgvSZrpJ7uuy,spotify,96815,56197,5714,30943,119139,101929,17050,271979,4097,US,632,0,136,145,1732756,2,love,NA,NA,R&B,Rap,Pop,Sensual,Energizing,Cool,0.0479607853012028,0.25972183751752154,0.5389246747607072,0.015063663003393644,0,54,Top 100
spotify:user:spotify:playlist:2BgVZaiDigaqxTbZEI2TpE,spotify,11140,5871,817,4349,11378,12547,2396,32424,700,US,26,0,26,26,142723,0,truening,NA,NA,Dance & House,Pop,Rap,Excited,Aggressive,Energizing,0.07180523817894181,0.38222886271752504,0.4755694879832811,0.02158894645941278,0,283,Top 101-500
spotify:user:spotify:playlist:7BuKs6kgNMx2fwF01WphOD,spotify,3148,2403,269,2216,6293,59,16,8652,196,US,44,0,41,44,71875,1,deep,dark,indie,Indie Rock,Alternative,Country & Folk,Melancholy,Yearning,Romantic,0.04274590815191483,0.35213729540759575,0.9907115869017632,0.022653721682847898,0,385,Top 101-500
spotify:user:spotify:playlist:2nWls5Du1DuylN398qCyMw,spotify,3920,2993,403,2421,7708,0,0,10674,307,US,136,0,29,33,75361,5,irish,indie,folk,Alternative,Indie Rock,Pop,Empowering,Brooding,Sentimental,0.05228334198235599,0.3140892579138557,1,0.02876147648491662,0,376,Top 101-500
spotify:user:32c29b4c12af78b08b403ed29e42317d:playlist:7u5sJDH2qETLLt3bi0QHou,32c29b4c12af78b08b403ed29e42317d,10885,5142,642,4364,12207,9929,886,29480,612,US,5433,21,1371,1567,146422,309,love,love,love,Pop,Indie Rock,Alternative,Yearning,Empowering,Gritty,0.05259277463750307,0.3574997951994757,0.551454644018793,0.020759837177747625,0.003865267807840972,278,Top 101-500
spotify:user:spotify:playlist:3hojaDtnWmBFMGvnMu5Lqj,spotify,128087,72614,8212,48517,149700,154295,27762,365440,6284,US,42,0,39,39,2142952,1,pop,right,NA,Pop,Dance & House,Indie Rock,Excited,Energizing,Empowering,0.0548563794255177,0.32409485637942553,0.4924423099064129,0.01719570928196147,0,46,Top 100
spotify:user:spotify:playlist:5mYuqPUConqYzvTA0IGibc,spotify,47412,39480,3597,10977,42143,40675,5569,109370,2396,US,89,0,89,89,804364,0,hangover,friendly,NA,Pop,Indie Rock,Rock,Sentimental,Gritty,Melancholy,0.08535225304321002,0.26047030349049666,0.508862807602212,0.021907287190271556,0,97,Top 100
spotify:user:9528f92b2a70bb57afb58ea503065cd3:playlist:5YWsBw5x3tsPYEnHzyBm96,9528f92b2a70bb57afb58ea503065cd3,3423,1661,133,616,1992,1976,407,4325,73,US,478,10,228,299,48210,41,rock,NA,NA,Metal,Alternative,Rock,Defiant,Urgent,Aggressive,0.06676706827309237,0.3092369477911647,0.5020161290322581,0.016878612716763004,0.02092050209205021,475,Top 101-500
spotify:user:spotify:playlist:4gYU8XLYGbGow0GYwIsecD,spotify,1565,946,151,1029,5991,6853,679,22563,139,US,92,0,46,46,46813,1,lift,NA,NA,Electronica,Dance & House,Traditional,Excited,Energizing,Aggressive,0.025204473376731765,0.17175763645468203,0.4664434755527873,0.006160528298541861,0,489,Top 101-500
spotify:user:cb305f632c793f009882083e9e75f5b0:playlist:3wI0prya1veVHKQOtLbmxB,cb305f632c793f009882083e9e75f5b0,5618,2861,357,2247,7031,5875,476,17067,329,US,129,0,102,123,65057,0,love,songs,NA,Pop,R&B,Alternative,Excited,Empowering,Yearning,0.05077513867159721,0.31958469634475895,0.5447853711452038,0.019276967246733463,0,407,Top 101-500
spotify:user:fa09e5cd3599dad0e8df2b4262e80efb:playlist:4gRio043A2No9SRU7ERq6q,fa09e5cd3599dad0e8df2b4262e80efb,10201,7644,649,3297,9044,9361,1607,22508,387,US,477,0,203,269,212962,104,hawaiian,reggae,NA,Reggae,Pop,Traditional,Cool,Sensual,Gritty,0.07176028306059266,0.36455108359133126,0.49138820972561803,0.017193886618091344,0,231,Top 101-500
spotify:user:spotify:playlist:0c8Y6trDz57umvTPFlo1zF,spotify,10768,6655,824,5748,19465,16392,2353,48471,757,US,158,0,79,79,230587,1,femme,fatale,NA,Pop,Alternative,Indie Rock,Defiant,Brooding,Yearning,0.042332391471872594,0.2952992550732083,0.5428507683297543,0.015617585772936395,0,215,Top 101-500
spotify:user:828547771295e2d48a1c926f7f01e815:playlist:1K2FqBKRL7uH59Ff8voHW4,828547771295e2d48a1c926f7f01e815,1768,1122,141,956,5204,2,2,6912,97,US,77,0,77,77,61093,3,might,power,metal,Metal,Rock,Pop,Aggressive,Defiant,Urgent,0.0270945426594927,0.18370484242890084,0.9996158278908951,0.014033564814814815,0,425,Top 101-500
spotify:user:spotify:playlist:3dkOOPxIIk2uhGsZXsUmhh,spotify,17126,11985,1386,7275,24545,30267,2928,74411,1127,US,78,0,37,38,289544,0,love,sounds,like,Pop,Rock,Indie Rock,Empowering,Yearning,Easygoing,0.0564677123650438,0.2963943776736606,0.4478034007151719,0.0151456101920415,0,186,Top 101-500
spotify:user:2e7772758b95c2b40df12c86908a8a22:playlist:6hBBSH0SJHnLVdR70oRumn,2e7772758b95c2b40df12c86908a8a22,2148,1421,106,427,1194,1084,274,2196,34,US,291,36,46,55,46896,79,sertanejo,NA,NA,Latin,Traditional,Country & Folk,Rowdy,Yearning,Romantic,0.08877721943048576,0.3576214405360134,0.52414398595259,0.015482695810564663,0.12371134020618557,488,Top 101-500
spotify:user:6be9a0976e1db2d04cd0c3d9c7372d4e:playlist:29dTrOurPDrMcrnio2q6hZ,6be9a0976e1db2d04cd0c3d9c7372d4e,7519,3899,303,1426,4328,4126,975,8515,146,US,239,2,140,165,118141,4,classic,rock,NA,Rock,Alternative,Metal,Rowdy,Excited,Empowering,0.07000924214417745,0.32948243992606285,0.5119470073338065,0.017146212566059894,0.008368200836820083,307,Top 101-500
spotify:user:a6fc85ec5eb56e0eea83eb40517e66a0:playlist:7EpFuTj4P6bm0JYx8n2cGq,a6fc85ec5eb56e0eea83eb40517e66a0,2892,1863,127,619,1859,1783,344,3994,59,US,885,64,317,300,53666,309,original,best,korean,Pop,Rap,Soundtrack,Energizing,Empowering,Excited,0.06831629908552986,0.3329747175901022,0.5104338275672707,0.014772158237356035,0.07231638418079096,455,Top 101-500
spotify:user:c5047c838db867e842a091d8b1c75c6a:playlist:5K60Os8JqMTBSIwgqV04r9,c5047c838db867e842a091d8b1c75c6a,10998,7965,640,3662,11603,10333,2412,23370,327,US,264,0,148,176,289232,28,best,christian,NA,Religious,Pop,Rock,Empowering,Upbeat,Yearning,0.05515814875463242,0.3156080324054124,0.5289478482859227,0.01399229781771502,0,187,Top 101-500
spotify:user:bf4033a73754c079487d1b2c46357bd6:playlist:0j5DsbXxkO5bjWOCVsHD4s,bf4033a73754c079487d1b2c46357bd6,4652,2955,203,766,1902,1695,711,3211,68,US,287,0,197,210,100008,277,new,country,NA,Country & Folk,Pop,Rock,Upbeat,Rowdy,Yearning,0.10672975814931651,0.4027339642481598,0.5287739783152627,0.02117720336343818,0,337,Top 101-500
spotify:user:14f054d102c76528d828f1f8d026c5dd:playlist:5iQ0qBTxtuSZYsVDsBYxHQ,14f054d102c76528d828f1f8d026c5dd,47848,18011,2430,11280,24606,9143,2721,39963,1759,US,263,2,239,218,317524,26,music,NA,NA,Rap,R&B,Pop,Defiant,Energizing,Cool,0.09875640087783467,0.45842477444525725,0.7290882692820528,0.04401571453594575,0.0076045627376425855,176,Top 101-500
spotify:user:7922e6b83c7808d3a54ccfd70e535c9f:playlist:5raA7lLYo2N7I4AnO5EvbE,7922e6b83c7808d3a54ccfd70e535c9f,4574,2628,390,2666,6201,3111,264,13393,433,US,64,0,54,60,47169,129,sad,girl,song,Pop,Alternative,Indie Rock,Empowering,Sophisticated,Yearning,0.06289308176100629,0.4299306563457507,0.6659149484536082,0.0323303218099007,0,484,Top 101-500
spotify:user:b0ac3ce0d6880737859e5a527e58324b:playlist:6kHq1KTgXD85HZUEa9JQuw,b0ac3ce0d6880737859e5a527e58324b,4788,1914,239,1413,4751,4374,606,10190,169,US,192,1,156,159,66161,10,breakup,girls,break,Pop,Country & Folk,R&B,Energizing,Yearning,Excited,0.05030519890549358,0.2974110713533993,0.5206575342465753,0.016584887144259076,0.005208333333333333,402,Top 101-500
spotify:user:40dac59fb7b2f8f6f95fe11aa76c6705:playlist:1UcLbXvAiV7X6foeOWnwni,40dac59fb7b2f8f6f95fe11aa76c6705,9430,8098,473,2456,7031,6056,1111,15675,278,US,564,66,180,213,243911,16,lullaby,music,helps,Indie Rock,Pop,Alternative,Melancholy,Sentimental,Empowering,0.0672735030578865,0.3493101976959181,0.537250706808283,0.01773524720893142,0.11702127659574468,206,Top 101-500
spotify:user:f0c6cb0c7a6848d254dc30f7890f4c0c:playlist:1z7RSn6N0WSwg4iJgU4BhX,f0c6cb0c7a6848d254dc30f7890f4c0c,6215,3676,282,1547,5111,4977,1037,10606,118,US,384,0,247,274,146423,33,todays,top,country,Country & Folk,Pop,Rock,Upbeat,Yearning,Empowering,0.05517511250244571,0.3026804930541968,0.5066415543219667,0.01112577786158778,0,277,Top 101-500
spotify:user:e60d19313a8df36c7e6cf59e259e0d66:playlist:5KmBulox9POMt9hOt3VV1x,e60d19313a8df36c7e6cf59e259e0d66,48870,23531,2097,9874,25126,14357,2212,44642,1310,US,232,0,185,201,492546,0,smash,grooviest,mix,Rock,R&B,Pop,Energizing,Upbeat,Cool,0.08345936480140094,0.3929793839051182,0.636375148798217,0.02934456341561758,0,135,Top 101-500
spotify:user:d60f660293d539c410ac2559a20416dc:playlist:2ibRIwOlHWxYt6Lzvw7HyB,d60f660293d539c410ac2559a20416dc,1776,1316,172,1268,3966,3265,511,8360,100,US,59,1,45,50,49380,0,church,NA,NA,Religious,Pop,Country & Folk,Stirring,Energizing,Rowdy,0.04336863338376198,0.31971759959657087,0.5484718572811506,0.011961722488038277,0.01694915254237288,471,Top 101-500
spotify:user:52604728978f633cfaedacbf881d25ba:playlist:7yJMbAoLHacZBgmcC64rrz,52604728978f633cfaedacbf881d25ba,6546,4390,222,1161,3520,3154,558,6772,89,US,488,0,210,227,121082,20,baladas,mues,romuenticas,Latin,Pop,Dance & House,Empowering,Sophisticated,Romantic,0.06306818181818181,0.32982954545454546,0.5274198381780042,0.013142350856467809,0,304,Top 101-500
spotify:user:6987037f34b5cee787a1a5e8de9b2689:playlist:6wsFITBT08NA12LlCG9h3Q,6987037f34b5cee787a1a5e8de9b2689,94680,44913,4968,16180,29636,16671,1559,59266,3317,US,360,0,110,117,431988,28,welcome,smashing,counting,Alternative,Rock,Rap,Defiant,Empowering,Sensual,0.16763395869887973,0.5459576191118909,0.6399896343965276,0.05596800863901731,0,148,Top 101-500
spotify:user:7055cde1c445c782732ece62a38ef448:playlist:2BTmwD2vfWbBCMcyi3ZMLq,7055cde1c445c782732ece62a38ef448,3167,2032,122,618,1788,1642,402,3493,51,US,194,15,137,139,49651,15,lowrider,oldies,art,R&B,Rock,Latin,Sophisticated,Sensual,Romantic,0.06823266219239374,0.34563758389261745,0.5212827988338192,0.014600629831090752,0.07731958762886598,469,Top 101-500
spotify:user:9bcb556261d49963495c59601c9c337c:playlist:3vgjs4csDmI6ARbSHnq42v,9bcb556261d49963495c59601c9c337c,3676,1827,143,811,2640,2500,427,5412,78,US,362,0,201,235,66737,4,best,alternative,rock,Alternative,Rock,Metal,Urgent,Empowering,Rowdy,0.05416666666666667,0.3071969696969697,0.5136186770428015,0.014412416851441241,0,398,Top 101-500
spotify:user:949222e687f61a105e7e80a334592de2:playlist:0KhVGGHXQEL041DC5tVZGL,949222e687f61a105e7e80a334592de2,3764,3281,124,609,1731,1793,343,3366,30,US,562,0,37,36,106802,46,best,stand,comedy,Spoken & Audio,Pop,Blues,Other,Easygoing,Cool,0.07163489312536106,0.35181975736568455,0.49120317820658344,0.008912655971479501,0,325,Top 101-500
spotify:user:973f1f2dba47f828e9cfdeac4874141f:playlist:4ln0WwoWA1zu1QzRS5RqlM,973f1f2dba47f828e9cfdeac4874141f,2788,1947,193,988,2383,1635,407,5686,153,US,1210,4,482,515,45472,4,chill,bass,NA,Dance & House,Electronica,Pop,Energizing,Excited,Aggressive,0.0809903483004616,0.414603441040705,0.5930811348929815,0.026908195568061906,0.003305785123966942,494,Top 101-500
spotify:user:e60d19313a8df36c7e6cf59e259e0d66:playlist:4ANVDtJVtVMVc2Nk79VU1M,e60d19313a8df36c7e6cf59e259e0d66,67681,33966,3711,26121,62274,116471,12701,230005,2855,US,104,0,101,103,965115,1,top,charts,playlist,Pop,Country & Folk,Rap,Defiant,Excited,Energizing,0.05959148280181135,0.4194527411118605,0.34839575932193906,0.012412773635355753,0,83,Top 100
spotify:user:d2fa4d5e7d8f0cf5e3aea7d5c7bfe7e1:playlist:35MoSswdGYVMP9ou2VXOtr,d2fa4d5e7d8f0cf5e3aea7d5c7bfe7e1,3484,2175,252,1296,3635,3463,625,11105,221,US,108,0,105,106,67858,22,infatuation,september,eeeeeats,Dance & House,Indie Rock,Alternative,Excited,Brooding,Energizing,0.06932599724896836,0.3565337001375516,0.512116089039166,0.01990094552003602,0,396,Top 101-500
spotify:user:f823763ea41bb727d6232da833fa93a5:playlist:5VDIbjFVcBXkFyrloulSvF,f823763ea41bb727d6232da833fa93a5,17434,11975,758,3882,11728,10490,1409,25098,411,US,218,1,156,166,314892,27,soul,motown,NA,R&B,Rock,Pop,Upbeat,Cool,Energizing,0.06463165075034107,0.3310027285129604,0.5278602934557566,0.016375806837198182,0.0045871559633027525,178,Top 101-500
spotify:user:2ef5cd9f36c40328c0648256713c7c2b:playlist:4DY7Km3NhBRBbaWp57biPo,2ef5cd9f36c40328c0648256713c7c2b,27166,17869,1621,7634,23504,22102,4050,45701,581,US,372,2,53,61,467952,0,romeo,prince,royce,Traditional,Latin,R&B,Romantic,Lively,Energizing,0.06896698434309054,0.32479577944179716,0.5153707845458931,0.012713069735891994,0.005376344086021506,141,Top 101-500
spotify:user:93cb7de4ae4061c19d36892c83a3ea80:playlist:36DUMWypeO6Pbimw91NOny,93cb7de4ae4061c19d36892c83a3ea80,2758,1682,212,903,4769,2159,415,8018,107,US,57,0,33,13,58608,1,essential,chris,brown,R&B,Pop,Rap,Sensual,Defiant,Excited,0.044453763891801217,0.1893478716712099,0.688366050808314,0.013344973808929907,0,442,Top 101-500
spotify:user:3b67e69901187a6860a5fac815161962:playlist:6DYeCi1nakVbApR588l1WU,3b67e69901187a6860a5fac815161962,1772,1357,178,1166,4454,4317,423,13031,181,US,786,0,324,457,52235,153,meditation,NA,NA,Electronica,New Age,Soundtrack,Sensual,Somber,Brooding,0.039964077233947015,0.2617871576111361,0.5078098278417512,0.013889954723352006,0,460,Top 101-500
spotify:user:spotify:playlist:2ikvjqFDwalfKdCHkxn79O,spotify,97933,64995,5533,40914,59994,9184,1670,88905,2952,US,81,0,69,73,1301916,4,indie,NA,NA,Indie Rock,Alternative,Pop,Yearning,Defiant,Urgent,0.09222588925559222,0.681968196819682,0.8672410303853826,0.03320398177830268,0,66,Top 100
spotify:user:spotify:playlist:751pA3tTTqehM2oghbAH86,spotify,5050,4076,403,2789,10914,11993,1509,29233,271,US,101,0,95,99,164192,1,new,folk,acoustic,Country & Folk,Pop,Indie Rock,Yearning,Gritty,Melancholy,0.03692505039398937,0.25554333883085945,0.4764482472606627,0.009270345157869531,0,264,Top 101-500
spotify:user:spotify:playlist:0geFu4KbbAGl6Fteod0QoW,spotify,106997,80488,8924,28980,43996,24119,2757,90695,5321,US,60,0,60,60,525335,1,ready,day,NA,Indie Rock,Alternative,Rock,Excited,Upbeat,Rowdy,0.20283662151104645,0.6586962451131921,0.645907656169713,0.05866916588566073,0,127,Top 101-500
spotify:user:spotify:playlist:5tw6p4DQ3A0vX4TtT9uYHH,spotify,19728,17692,1823,9047,23225,12162,2395,43615,907,US,25,0,24,24,346868,0,jazz,autumn,NA,Jazz,Classical,Blues,Sentimental,Romantic,Sophisticated,0.0784930032292788,0.38953713670613566,0.6563144657642637,0.020795597844778173,0,166,Top 101-500
spotify:user:spotify:playlist:18N4nxS3fhMv7Je7dk9cw4,spotify,13434,10828,1155,6579,25287,17320,2559,52325,669,US,40,0,1,1,307538,1,bluegrass,NA,NA,Country & Folk,Pop,Religious,Lively,Easygoing,Yearning,0.0456756436113418,0.26017321153161704,0.5934940268031075,0.012785475394171046,0,180,Top 101-500
spotify:user:spotify:playlist:2trYTbVQskPcg88uV7pxJk,spotify,13510,5851,855,5423,21079,26138,3190,67868,818,US,226,0,111,110,227775,0,,NA,NA,Dance & House,Pop,Rap,Excited,Defiant,Energizing,0.04056169647516485,0.2572702689880924,0.4464281932354872,0.012052808392762421,0,218,Top 101-500
spotify:user:spotify:playlist:1GQLlzxBxKTb6tJsD4RxHI,spotify,206610,111885,17727,79911,230375,249319,57374,640684,16561,US,98,0,48,48,2955288,2,fresh,dance,tracks,Dance & House,Electronica,Pop,Excited,Aggressive,Energizing,0.07694845360824742,0.3468735756918068,0.4802540786418008,0.02584893644916995,0,27,Top 100
spotify:user:spotify:playlist:1tU9N8iyO6oHPh25g4MPk7,spotify,9113,5548,866,4325,18989,21914,2794,48523,592,US,40,0,1,1,193639,0,old,school,heavy,Metal,Rock,-,Excited,Rowdy,Urgent,0.0456053504660593,0.22776344199273263,0.46424467642960177,0.012200399810399193,0,244,Top 101-500
spotify:user:spotify:playlist:4MNCftvCERT8MreHSpoRPe,spotify,111985,76298,5318,43135,97437,52578,12598,179859,3464,US,177,0,1,1,2687732,6,soft,pop,hits,Pop,Rock,Indie Rock,Empowering,Yearning,Sophisticated,0.054578856081365396,0.44269630633127044,0.6495150484951505,0.019259531077121524,0,31,Top 100
spotify:user:spotify:playlist:63dDpdoVHvx5RkK87g4LKk,spotify,118664,102102,8285,57556,178785,122123,25727,344559,3841,US,47,0,42,42,3766661,0,peaceful,piano,NA,Classical,New Age,Alternative,Tender,Serious,Peaceful,0.046340576670302315,0.3219285734261823,0.5941517008520877,0.011147582852283644,0,20,Top 100
spotify:user:spotify:playlist:7ECmf74Ey57LAYulSxhL9w,spotify,24905,18811,2487,14287,47013,45406,7635,120345,1802,US,37,0,37,37,535170,4,funky,heavy,bluesy,Blues,Rock,R&B,Urgent,Defiant,Rowdy,0.05290026162976198,0.30389466743241234,0.5086940996981141,0.014973617516307283,0,126,Top 101-500
spotify:user:spotify:playlist:2jvJnYj1DfCT1tX0Otp8z7,spotify,210551,130665,11129,58283,181203,196280,42080,437889,7374,US,95,0,87,91,4232432,2,pop,ballads,NA,Pop,R&B,Indie Rock,Empowering,Sophisticated,Yearning,0.061417305453000226,0.321644785130489,0.48002956424527726,0.016839884080212107,0,17,Top 100
spotify:user:spotify:playlist:1SvdCw4FMhqxo7dj8uYNxb,spotify,45285,33526,3510,18967,36832,31838,4907,85397,2621,US,127,0,110,122,585640,1,indie,electronica,NA,Electronica,Indie Rock,Dance & House,Sensual,Brooding,Excited,0.09529756733275413,0.5149598175499566,0.5363623125091015,0.030691944681897492,0,117,Top 101-500
spotify:user:spotify:playlist:5gij1FWGAl0GJ8DKZFh5dT,spotify,2618,2142,176,1291,6409,6216,719,16413,138,US,74,0,69,74,105153,0,hammock,songs,NA,Indie Rock,Pop,Country & Folk,Sentimental,Melancholy,Easygoing,0.027461382430956468,0.20143548135434544,0.5076435643564357,0.008407969292633887,0,328,Top 101-500
spotify:user:spotify:playlist:1s64M8taVohjKotpcBlz0s,spotify,4413,2624,262,1457,6854,3849,1904,13675,172,US,100,0,96,99,129754,1,,NA,NA,Pop,R&B,Alternative,Excited,Brooding,Yearning,0.038225853516194924,0.21257659760723666,0.6403812015322806,0.012577696526508227,0,294,Top 101-500
spotify:user:spotify:playlist:6Higf6awk4pfVmjvlaCn7b,spotify,16612,11275,1113,7214,21357,16561,4037,40354,560,US,105,0,90,98,402132,0,top,christian,tracks,Religious,Pop,Alternative,Empowering,Upbeat,Yearning,0.05211406096361849,0.33778152362223157,0.5632417321588692,0.01387718689597066,0,152,Top 101-500
spotify:user:spotify:playlist:4jCr1WuRoFiUbcqlja4dWR,spotify,140730,79396,9343,48396,141963,129764,32922,330970,5823,US,244,0,113,115,2464390,2,house,workout,NA,Dance & House,Pop,Rap,Excited,Aggressive,Defiant,0.06581292308559272,0.3409057289575453,0.5224471620413135,0.017593739613862285,0,35,Top 100
