playlist_uri,owner,streams,stream30s,dau,wau,mau,mau_previous_month,mau_both_months,users,skippers,owner_country,n_tracks,n_local_tracks,n_artists,n_albums,monthly_stream30s,monthly_owner_stream30s,token_1,token_2,token_3,genre_1,genre_2,genre_3,mood_1,mood_2,mood_3,trending,hot,rising,skip,change_rate,rank,tier
spotify:user:spotify:playlist:0rvcWf8qidEbzpy2QacI0J,spotify,13347,9911,1179,5468,24109,22890,3562,62192,875,US,52,0,48,51,311474,0,beats,breaks,NA,Electronica,Rap,Dance & House,Sensual,Aggressive,Excited,0.048902899332199594,0.22680326848894602,0.512968361028958,0.014069333676357088,0,179,Top 101-500
spotify:user:spotify:playlist:2QPg9909xBhfYOgrlrpyi0,spotify,22855,13041,1471,7347,25779,23141,4237,61634,1205,US,44,0,43,38,472922,0,popify,current,pop,Pop,Dance & House,Indie Rock,Excited,Energizing,Defiant,0.057061949648939056,0.2849994181310369,0.5269623875715453,0.019550897232047247,0,140,Top 101-500
spotify:user:spotify:playlist:3sEXdlP6Sh18iwB9Sjxv2z,spotify,2925,2453,241,2022,9565,9617,819,28554,204,US,124,0,57,49,113445,0,lazy,chill,afternoon,Alternative,Dance & House,Electronica,Brooding,Sensual,Somber,0.025196027182435965,0.21139571353894407,0.49864456261078094,0.007144358058415633,0,313,Top 101-500
spotify:user:aa7143ee2164d5883de72ec7368d48a6:playlist:7FD77VBsmVlYSSexcEvg2J,aa7143ee2164d5883de72ec7368d48a6,132586,46657,4910,22648,52655,37094,9774,98207,3387,US,250,0,204,191,924453,6,throwbacks,NA,NA,Rap,R&B,Pop,Sensual,Defiant,Energizing,0.09324850441553509,0.43012059633463107,0.5866917737244983,0.03448837659229994,0,88,Top 100
spotify:user:spotify:playlist:3dPHWfYO3veKpIpmYKNb2c,spotify,2001,1276,215,1128,6553,9208,767,23214,229,US,22,0,22,22,50224,0,head,bangers,NA,Rock,Alternative,Metal,Urgent,Defiant,Aggressive,0.03280940027468335,0.17213490004578055,0.4157731108432206,0.009864736796760575,0,467,Top 101-500
spotify:user:spotify:playlist:7wY9Y0vIpextnK6Vq7bvkL,spotify,24073,13664,1756,12475,42505,56772,7673,134586,1471,US,147,0,49,47,519138,0,workout,normals,NA,Pop,Rap,Dance & House,Defiant,Excited,Energizing,0.04131278673097283,0.29349488295494647,0.4281454919064839,0.010929814393770526,0,130,Top 101-500
spotify:user:cb305f632c793f009882083e9e75f5b0:playlist:1PhxV2iVCPuR4pN39vf5T0,cb305f632c793f009882083e9e75f5b0,8547,5303,603,3460,7589,6873,1332,17515,436,US,162,0,62,68,139318,2,country,hits,updated,Country & Folk,Pop,Rock,Upbeat,Yearning,Rowdy,0.0794571089735143,0.45592304651469234,0.524754529110773,0.024892948900942048,0,288,Top 101-500
spotify:user:spotify:playlist:0PRs1Xaui4zCv9LdIIt20X,spotify,27115,22888,2125,15901,39563,28251,4985,82935,1143,US,24,0,23,24,696498,2,acoustic,concentration,NA,Country & Folk,New Age,Rock,Peaceful,Melancholy,Yearning,0.053711801430629626,0.4019159315522079,0.5834046067183767,0.013781877373846988,0,107,Top 101-500
spotify:user:spotify:playlist:65y98W0UItf73DJKVgylTP,spotify,38758,29794,2828,21053,55762,32669,7096,105778,1302,US,52,0,41,48,1123464,0,esm,electronic,study,Electronica,Rap,Dance & House,Sensual,Energizing,Melancholy,0.0507155410494602,0.37755102040816324,0.6305707274598275,0.01230879767059313,0,77,Top 100
spotify:user:spotify:playlist:5xtPbr795elinw40DsMnTY,spotify,46477,29942,3328,17261,58686,51903,9243,148943,2503,US,246,0,1,1,907444,3,indie,workout,NA,Indie Rock,Alternative,Rock,Excited,Yearning,Urgent,0.0567085846709607,0.2941246634631769,0.5306676070856957,0.016805086509604345,0,91,Top 100
spotify:user:spotify:playlist:5RBLLfOQTz1YNQ9Yu7kuZp,spotify,190273,106569,11241,49577,151385,127024,21224,350075,7768,US,98,0,96,98,2383092,0,young,love,NA,Pop,Indie Rock,R&B,Excited,Yearning,Energizing,0.0742543845162995,0.3274895134920897,0.5437503816327777,0.022189530814825394,0,39,Top 100
spotify:user:spotify:playlist:6ORPPIGa0FjkwfJVTYkfKu,spotify,14911,11231,978,5785,21891,17385,3763,46443,417,US,71,0,69,70,477133,0,,NA,NA,Indie Rock,Country & Folk,Rock,Yearning,Gritty,Upbeat,0.044675894203097165,0.2642638527248641,0.5573632752826153,0.008978748142884827,0,139,Top 101-500
spotify:user:spotify:playlist:3Ok1t1aJMBDPTv6dYRGujF,spotify,9135,5829,772,5417,25408,27475,2830,95605,955,US,30,0,30,30,249245,0,run,wild,NA,Indie Rock,Country & Folk,Rock,Upbeat,Empowering,Brooding,0.03038413098236776,0.21320056675062973,0.4804568575912864,0.009989017310810104,0,201,Top 101-500
spotify:user:spotify:playlist:5wiHHPmokzB3xNxsB1Gzs9,spotify,9615,4366,934,7009,23043,19418,2675,59520,995,US,29,0,28,29,158287,1,walk,like,place,Rap,Indie Rock,Dance & House,Defiant,Cool,Urgent,0.040532916720913074,0.3041704639152888,0.5426862297166812,0.016717069892473117,0,268,Top 101-500
spotify:user:spotify:playlist:3D0tJN2ktCiTTuiCCwXIwl,spotify,10873,5920,950,5546,6443,0,0,9188,865,US,68,0,31,32,53570,2,golden,age,NA,R&B,Rap,Pop,Sensual,Energizing,Defiant,0.14744684153344714,0.8607791401521031,1,0.09414453635176318,0,457,Top 101-500
spotify:user:spotify:playlist:0UHbhCjKlXnFfv98bKrtKv,spotify,24905,14100,1296,8946,25674,31811,5032,68712,991,US,420,0,125,135,486280,0,ultimate,covers,NA,Pop,Indie Rock,Alternative,Sophisticated,Empowering,Gritty,0.050479083898107034,0.34844589857443325,0.44662085761503,0.01442251717312842,0,138,Top 101-500
spotify:user:spotify:playlist:0XUlpafP8eIlIWt3VHSd7q,spotify,73994,53242,4753,24106,86059,113883,19482,238647,2965,US,237,0,198,229,1844301,7,feel,good,indie,Indie Rock,Alternative,Rock,Yearning,Empowering,Brooding,0.05522955181910085,0.28011015698532404,0.430419821748307,0.012424208140056233,0,51,Top 100
spotify:user:spotify:playlist:51nySbAfNolqdTv2OG8Viq,spotify,3878,1886,352,2210,9147,8418,1039,26898,342,US,49,0,47,42,58672,1,bollywood,workout,NA,Pop,Traditional,Soundtrack,Fiery,Urgent,Excited,0.038482562588826937,0.24160927079916913,0.5207514944491888,0.012714699977693509,0,441,Top 101-500
spotify:user:spotify:playlist:3nisJRG8uhhMXBuAvcE5JE,spotify,32719,16140,2366,11713,40561,12535,2150,80475,2543,US,62,0,59,60,376151,2,nothing,NA,NA,R&B,Rap,Pop,Sensual,Defiant,Energizing,0.05833189517023742,0.288774931584527,0.7639181859273768,0.031599875737806774,0,159,Top 101-500
spotify:user:spotify:playlist:7LzLEOOMmckXPwFLmsy52e,spotify,18043,15602,1250,13358,19088,5858,788,31699,783,US,42,0,40,41,286520,4,mellow,indie,dinner,Indie Rock,Alternative,Rock,Brooding,Yearning,Melancholy,0.0654861693210394,0.6998113998323554,0.7651727731900906,0.024701094671756206,0,188,Top 101-500
spotify:user:spotify:playlist:40KutbvdMWpR9emPG0p4kQ,spotify,30426,14654,2082,13046,16266,0,0,23202,1924,US,120,0,59,60,140693,0,new,music,friday,Indie Rock,Pop,Dance & House,Yearning,Sensual,Aggressive,0.1279970490593877,0.8020410672568548,1,0.08292388587190759,0,286,Top 101-500
spotify:user:spotify:playlist:6mMzgHhZG7NoFjjTLLKlF5,spotify,1999,1533,160,918,3636,2263,285,9244,99,US,44,0,38,42,47666,0,said,said,NA,Pop,Indie Rock,Country & Folk,Melancholy,Sophisticated,Sentimental,0.04400440044004401,0.2524752475247525,0.6163756568909985,0.010709649502379922,0,480,Top 101-500
spotify:user:spotify:playlist:2qlMTcW6AnnaGl7eXWAZP5,spotify,65635,28616,3988,14506,63859,57536,9041,149173,3152,US,96,0,94,90,715891,0,party,NA,NA,Rap,R&B,Pop,Defiant,Cool,Energizing,0.062450085344274105,0.2271567046148546,0.5260430824992792,0.021129829124573483,0,105,Top 101-500
spotify:user:spotify:playlist:5FozbV1b7942P4Ksud1qu7,spotify,6792,4602,506,2336,9190,7941,1116,27725,526,US,68,0,60,64,117661,0,hipster,funk,NA,Dance & House,Indie Rock,Alternative,Urgent,Excited,Sensual,0.055059847660500545,0.2541893362350381,0.5364543809468215,0.01897204688908927,0,310,Top 101-500
spotify:user:spotify:playlist:6Y5oLMTb9CdZ9eO1v6ns7F,spotify,28948,17114,2453,19765,65134,66480,10130,196735,2646,US,46,0,42,44,653671,5,night,rider,NA,Dance & House,Electronica,Indie Rock,Aggressive,Excited,Sensual,0.03766082230478705,0.30345134645500044,0.49488656221982463,0.013449564134495641,0,112,Top 101-500
spotify:user:spotify:playlist:70X9CPfVWXmFqX5ObjSvOP,spotify,14179,11800,1047,8622,29245,18111,2533,60644,585,US,70,0,46,48,520821,0,indie,folk,focus,Country & Folk,Indie Rock,Rock,Peaceful,Stirring,Melancholy,0.03580099162249957,0.2948196272867157,0.6175563814511361,0.009646461315216674,0,129,Top 101-500
spotify:user:spotify:playlist:51QomqtpUugVlylop36SrC,spotify,14648,12168,1153,4949,16327,18501,2028,41120,637,US,39,0,33,35,248129,0,blues,roots,NA,Blues,Country & Folk,Religious,Gritty,Lively,Easygoing,0.0706192196974337,0.3031175353708581,0.46878947972895374,0.015491245136186771,0,202,Top 101-500
spotify:user:dfdd5cc7c29002d2736c6b7a5b9b4315:playlist:7CyyLHw9kox8vdQGlKuiKO,dfdd5cc7c29002d2736c6b7a5b9b4315,1773,1381,117,564,1939,2476,614,5135,82,US,36,0,32,33,47711,2,tyler,chill,NA,Pop,Indie Rock,Alternative,Empowering,Melancholy,Peaceful,0.06034038164002063,0.29087158329035584,0.4391845979614949,0.01596884128529698,0,479,Top 101-500
spotify:user:spotify:playlist:3IWEp81rnAsLo5Z4DferTi,spotify,110401,69568,8181,44533,103609,1767,526,138595,5878,US,202,0,87,87,1574466,17,alternative,NA,NA,R&B,Electronica,Dance & House,Sensual,Brooding,Energizing,0.0789603219797508,0.42981787296470386,0.9832314758578804,0.0424113424005195,0,59,Top 100
spotify:user:spotify:playlist:3cLqDkwn7hLLY0bKFXmipK,spotify,3915,2134,325,1638,6974,10655,944,29177,413,US,82,0,81,80,70244,1,party,crib,NA,Dance & House,Electronica,Pop,Excited,Aggressive,Defiant,0.04660166332090622,0.23487238313736736,0.3955981621192354,0.014154985090996332,0,389,Top 101-500
spotify:user:spotify:playlist:3MlpudZs4HT3i0yGPVfmHC,spotify,505876,245377,33152,121173,430129,339921,79443,973788,23846,US,43,0,41,42,5567649,44,teen,party,NA,Pop,R&B,Rap,Excited,Yearning,Urgent,0.07707455205298876,0.2817131604704635,0.5585728199467567,0.024487876211249267,0,11,Top 100
spotify:user:spotify:playlist:4ecQaDJHF55Ls9m2lKIXbI,spotify,280422,198981,17480,80832,222571,329108,88410,561010,6827,US,51,0,45,47,7101277,10,ultimate,country,NA,Country & Folk,Spoken & Audio,Alternative,Upbeat,Yearning,Empowering,0.07853673659191898,0.36317399840949627,0.4034429441758704,0.012169123545034848,0,8,Top 100
spotify:user:spotify:playlist:6XChIaijnUBzPDrQOX02AJ,spotify,19362,15378,1902,9442,36442,31296,4179,84187,1257,US,96,0,84,89,434137,1,jazz,classics,NA,Jazz,Blues,Alternative,Sentimental,Fiery,Lively,0.05219252510839142,0.25909664672630484,0.537984587676046,0.014931046361077126,0,146,Top 101-500
spotify:user:spotify:playlist:44Ht3IACEyKqiLBZupIhIk,spotify,1380,1147,142,2380,4903,1,0,7368,92,US,48,0,24,24,47970,1,sweetgrass,NA,NA,Country & Folk,Rock,Indie Rock,Easygoing,Sentimental,Melancholy,0.02896186008566184,0.48541709157658575,0.9997960848287113,0.01248642779587405,0,477,Top 101-500
spotify:user:cb305f632c793f009882083e9e75f5b0:playlist:7oeuWaHYrdQtFJE3OygcYM,cb305f632c793f009882083e9e75f5b0,3311,1631,204,1346,7275,27577,1310,51495,264,US,50,0,32,43,83535,14,playlistme,top,hits,Rap,Pop,Indie Rock,Excited,Defiant,Energizing,0.028041237113402062,0.18501718213058418,0.2087398140709285,0.005126711331197203,0,364,Top 101-500
spotify:user:spotify:playlist:5p9ILyu1wb4KKHORoXU8nb,spotify,192830,95495,13254,81365,235591,223459,52295,572246,10163,US,113,0,106,108,3249247,1,power,workout,NA,Rap,Metal,Electronica,Defiant,Cool,Energizing,0.05625851581766706,0.34536548509917614,0.5132142468140726,0.017759844542382122,0,25,Top 100
spotify:user:spotify:playlist:4RMjMHs2wjHtU6HlF18chP,spotify,3450,2179,589,5027,24060,26382,1709,88113,800,US,34,0,32,33,95835,0,sound,escapes,NA,Electronica,New Age,Indie Rock,Serious,Sensual,Peaceful,0.024480465502909395,0.20893599334995844,0.4769834661591531,0.009079250507870576,0,344,Top 101-500
spotify:user:spotify:playlist:3vwo2sm85kj7QML9Rc7ZYz,spotify,2949,1938,179,2294,11372,11822,1309,29252,128,US,89,0,85,89,217900,0,office,detox,NA,Indie Rock,Pop,Alternative,Yearning,Excited,Defiant,0.015740415054519872,0.2017235314808301,0.4902992153143054,0.0043757691781758515,0,224,Top 101-500
spotify:user:spotify:playlist:5rtB8vtU0reA91C67UcNJ3,spotify,10743,7637,1240,7870,27357,30978,3133,105221,1314,US,32,0,16,24,253571,0,sleep,waterscapes,NA,Alternative,New Age,Traditional,Other,Aggressive,Somber,0.045326607449647255,0.28767774244251926,0.46896374389303164,0.012488001444578553,0,199,Top 101-500
spotify:user:spotify:playlist:5tA2x3J6yAaJpa7mHGvhmB,spotify,219996,139863,13720,73097,203179,35745,15362,283754,7838,US,200,0,100,100,4202624,1,top,country,tracks,Country & Folk,Pop,Rock,Upbeat,Yearning,Empowering,0.06752666368079378,0.3597665113028413,0.850391756374412,0.02762251809666119,0,18,Top 100
spotify:user:spotify:playlist:7CHrwiytyubNpnaZqyyUkb,spotify,3595,2810,325,1566,6008,5523,547,18874,340,US,21,0,21,21,68886,0,beer,burgers,NA,Rock,Alternative,Country & Folk,Upbeat,Rowdy,Lively,0.054094540612516645,0.26065246338215714,0.5210302662388344,0.018014199427784254,0,392,Top 101-500
spotify:user:spotify:playlist:28u6lBC7gxxl3zbFcjZWdN,spotify,16049,9637,1623,11182,42665,50750,7074,136056,1481,US,40,0,20,20,396799,0,running,low,tempo,Dance & House,Pop,Indie Rock,Excited,Yearning,Brooding,0.03804054845892418,0.2620883628266729,0.4567253653053578,0.010885223731404716,0,154,Top 101-500
spotify:user:spotify:playlist:4PkKS2yNS7xHgnEFeUFfRE,spotify,8607,7248,723,4617,14951,13367,1728,39130,514,US,39,0,38,39,209601,1,sax,city,NA,Jazz,R&B,Electronica,Sensual,Lively,Romantic,0.04835796936659755,0.30880877533275364,0.5279680768415849,0.013135701507794532,0,237,Top 101-500
spotify:user:spotify:playlist:7BixMZxL4bhgULJQ5wPbUz,spotify,16257,10790,1122,6726,25504,26126,3876,69229,940,US,172,0,84,85,421949,13,chillax,NA,NA,Rap,R&B,Indie Rock,Sensual,Excited,Energizing,0.043993099121706396,0.26372333751568383,0.49397637032732905,0.013578124774299788,0,150,Top 101-500
spotify:user:spotify:playlist:1m6DKwKNM1YLcm3OX6RzJg,spotify,2706,2068,164,2062,5634,4300,743,12675,75,US,102,0,51,51,109185,7,kvinnor,att,koll,Pop,Alternative,Electronica,Excited,Empowering,Urgent,0.0291089811856585,0.36599219027334046,0.5671431447553855,0.005917159763313609,0,321,Top 101-500
spotify:user:d8b86af403de94a3e9485157c98cd722:playlist:2QyxrfWTMZLvGMYf1rrmU0,d8b86af403de94a3e9485157c98cd722,59374,19016,2801,10617,21258,9867,1486,43662,2774,US,293,6,256,265,186557,1,party,mix,NA,Pop,Rap,Dance & House,Excited,Energizing,Defiant,0.13176216012795183,0.49943550663279707,0.6829879518072289,0.06353350739773717,0.020477815699658702,248,Top 101-500
spotify:user:spotify:playlist:0Z7FRWDN3Sn8AST3elDfBp,spotify,2719,1816,217,848,3305,3806,674,9094,168,US,27,0,1,1,45147,1,field,party,NA,Country & Folk,Rap,R&B,Defiant,Energizing,Yearning,0.06565809379727686,0.25658093797276854,0.46477288707636055,0.01847371893556191,0,495,Top 101-500
spotify:user:spotify:playlist:5R1N94lSbhylJ6lt8fD2TI,spotify,7197,5411,608,3645,13980,0,0,18074,357,US,112,0,49,54,188219,1,monsters,folk,NA,Indie Rock,Rock,Alternative,Empowering,Yearning,Gritty,0.04349070100143061,0.2607296137339056,1,0.019752130131680867,0,245,Top 101-500
spotify:user:spotify:playlist:7jq25Yf2lTkSpy8ltNhTDG,spotify,3004,1872,257,1979,6569,4962,644,14507,182,US,162,0,74,77,66214,1,current,christian,NA,Religious,Rock,Rap,Defiant,Upbeat,Empowering,0.039123154209164256,0.3012635104277668,0.5696817275171278,0.012545667608740608,0,400,Top 101-500
spotify:user:spotify:playlist:5QxFfiBJ4GjbUUiGiEjq3u,spotify,2113,1390,232,1691,7219,7980,716,22187,184,US,29,0,25,26,62057,0,cinematic,NA,NA,Soundtrack,Classical,Traditional,Romantic,Serious,Peaceful,0.03213741515445353,0.23424296994043498,0.47496545825383246,0.008293144634245278,0,421,Top 101-500
spotify:user:spotify:playlist:3zMTgCwcP4frtzmJ3w8lFx,spotify,6919,3109,447,2294,14904,18023,2157,49096,498,US,97,0,90,95,141215,0,lifestyles,rich,famous,Rap,Pop,R&B,Defiant,Cool,Sensual,0.02999194847020934,0.15391841116478797,0.45263765298994746,0.01014339253707023,0,285,Top 101-500
spotify:user:spotify:playlist:4sukh9zImQDLxBR4QRnxDh,spotify,4799,2421,583,3515,13655,13278,876,41055,583,US,54,2,27,27,79015,0,new,york,groove,Rock,Alternative,Pop,Empowering,Defiant,Upbeat,0.04269498352251922,0.2574148663493226,0.5069988489956558,0.014200462793813177,0.037037037037037035,371,Top 101-500
spotify:user:spotify:playlist:7t5PfPV1MdYnpmGPxwv5Ef,spotify,18049,9034,1482,6245,25962,5278,764,47230,1504,US,285,10,56,55,205427,0,love,NA,NA,R&B,Rap,Pop,Sensual,Energizing,Excited,0.05708342962791772,0.24054387181264925,0.8310499359795135,0.031844166843108195,0.03508771929824561,239,Top 101-500
spotify:user:dfdd5cc7c29002d2736c6b7a5b9b4315:playlist:3C7xjpWeAjCSi1Rei3sHBg,dfdd5cc7c29002d2736c6b7a5b9b4315,5436,3251,364,1570,4685,8386,2221,13595,230,US,170,0,68,73,93431,41,tyler,jams,NA,Pop,Indie Rock,Electronica,Excited,Urgent,Energizing,0.07769477054429029,0.33511205976520814,0.35842705225307936,0.016917984553144538,0,350,Top 101-500
spotify:user:cb305f632c793f009882083e9e75f5b0:playlist:5RanBE8SfGoqSuc7LSF0bH,cb305f632c793f009882083e9e75f5b0,7948,3543,603,3310,11579,5336,1275,21333,610,US,92,0,82,87,135252,21,hip,hop,hits,Rap,R&B,Pop,Defiant,Cool,Sensual,0.05207703601347267,0.2858623369893773,0.6845403488028378,0.028594196784324757,0,291,Top 101-500
spotify:user:cb305f632c793f009882083e9e75f5b0:playlist:2SMldBHPIDPsDj9MCqiJng,cb305f632c793f009882083e9e75f5b0,9434,4452,709,3655,11596,9869,2077,27818,810,US,68,0,66,67,129227,23,party,hits,updated,Dance & House,Pop,Rap,Excited,Defiant,Aggressive,0.0611417730251811,0.31519489479130736,0.5402282785930584,0.02911783737148609,0,296,Top 101-500
spotify:user:spotify:playlist:4wtLaWQcPct5tlAWTxqjMD,spotify,165079,120017,11919,43467,124227,97583,20320,276811,7613,US,149,0,145,147,2454118,3,happy,hipster,NA,Indie Rock,Alternative,Rock,Excited,Brooding,Yearning,0.09594532589533676,0.3498997802410104,0.5600604120643794,0.027502519769806836,0,36,Top 100
spotify:user:0899c16b7795e18e9697470d4a99e934:playlist:1VgRf3OQ9rhLyuWzyEDfoi,0899c16b7795e18e9697470d4a99e934,5581,3515,646,3672,9123,6714,698,19404,466,US,17,0,17,17,67676,1,decades,rock,NA,Metal,Rock,Alternative,Rowdy,Excited,Urgent,0.07081004055683437,0.4024991779020059,0.5760560712256109,0.02401566687280973,0,397,Top 101-500
